psu,hhno,n_member,hhsize,hh_sample_weight,headname,hhldsex,dist,urbrur,vdcmun,tole,ward,ea,fmlymemb,memb5,totmemb
5169,4,4,4,1318.328491,confidential,1,34,2,0,sathwal,7,0,4,4,4
5169,5,4,4,1318.328491,confidential,1,34,2,0,sathwal,7,0,4,3,4
5169,6,4,4,1318.328491,confidential,1,34,2,0,sathwal,7,0,4,4,4
5169,7,5,5,1318.328491,confidential,1,34,2,0,sathwal,7,0,5,5,5
5169,8,5,5,1318.328491,confidential,1,34,2,0,sathwal,7,0,5,3,5
5169,9,5,5,1318.328491,confidential,1,34,2,0,sathwal,7,0,5,4,5
5169,10,5,5,1318.328491,confidential,1,34,2,0,sathwal,7,0,5,5,5
5169,11,6,6,1318.328491,confidential,1,34,2,0,sathwal,7,0,6,5,6
5169,12,7,7,1318.328491,confidential,1,34,2,0,sathwal,7,0,7,6,7
5169,13,7,7,1318.328491,confidential,1,34,2,0,sathwal,7,0,7,7,7
5169,14,8,8,1318.328491,confidential,1,34,2,0,sathwal,7,0,8,6,8
5169,15,9,9,1318.328491,confidential,1,34,2,0,sathwal,7,0,9,8,9
5170,1,1,1,1092.279541,confidential,2,35,1,0,Laukhani,17,0,1,1,1
5170,2,3,3,1092.279541,confidential,1,35,1,0,Sauraha,17,0,3,2,3
5170,3,2,2,1092.279541,confidential,2,35,1,0,Sisbar,17,0,2,2,2
5170,4,3,3,1092.279541,confidential,1,35,1,0,Laukhani,17,0,3,2,3
5170,5,5,5,1092.279541,confidential,1,35,1,0,Malpur,17,0,5,5,5
5170,6,5,5,1092.279541,confidential,2,35,1,0,Palpur,17,0,5,4,5
5170,7,4,4,1092.279541,confidential,1,35,1,0,Laukhani,17,0,4,4,4
5170,8,5,5,1092.279541,confidential,1,35,1,0,Sisbar,17,0,5,4,5
5170,9,4,4,1092.279541,confidential,1,35,1,0,Laukhani,17,0,4,4,4
5170,10,5,5,1092.279541,confidential,1,35,1,0,Laukhani,17,0,5,5,5
5170,11,6,6,1092.279541,confidential,2,35,1,0,Phalpur,17,0,6,6,6
5170,12,5,5,1092.279541,confidential,1,35,1,0,Baghmara,17,0,5,5,5
5170,13,7,7,1092.279541,confidential,1,35,1,0,Mushhar tole,17,0,7,6,7
5170,14,6,6,1092.279541,confidential,1,35,1,0,Raut tole,17,0,6,5,6
5170,15,8,8,1092.279541,confidential,1,35,1,0,Sisbar,17,0,8,7,8
5171,1,1,1,1108.466675,confidential,1,35,1,0,barha ghare,4,0,1,1,1
5171,2,2,2,1108.466675,confidential,2,35,1,0,nabin path,4,0,2,2,2
5171,3,2,2,1108.466675,confidential,2,35,1,0,new road,4,0,2,2,2
5171,4,3,3,1108.466675,confidential,1,35,1,0,nabin path,4,0,3,3,3
5171,5,3,3,1108.466675,confidential,1,35,1,0,nagar ban,4,0,3,3,3
5171,6,3,3,1108.466675,confidential,1,35,1,0,new road,4,0,3,3,3
5171,7,4,4,1108.466675,confidential,1,35,1,0,belchok,4,0,4,4,4
5171,8,4,4,1108.466675,confidential,1,35,1,0,bhagawati,4,0,4,3,4
5171,9,5,5,1108.466675,confidential,1,35,1,0,new road,4,0,5,5,5
5171,10,4,4,1108.466675,confidential,1,35,1,0,newroad,4,0,4,4,4
5171,11,5,5,1108.466675,confidential,1,35,1,0,newroad,4,0,5,4,5
5171,12,5,5,1108.466675,confidential,1,35,1,0,new road,4,0,5,4,5
5171,13,6,6,1108.466675,confidential,1,35,1,0,,4,0,6,4,6
5171,14,6,6,1108.466675,confidential,1,35,1,0,new road,4,0,6,5,6
5171,15,7,7,1108.466675,confidential,1,35,1,0,new road,4,0,7,6,7
5172,1,1,1,1108.466675,confidential,2,35,1,0,mitra tol,11,0,1,1,1
5172,2,2,2,1108.466675,confidential,2,35,1,0,mitramarga,11,0,2,2,2
5172,3,2,2,1108.466675,confidential,2,35,1,0,mitra marga,11,0,2,2,2
5172,4,4,4,1108.466675,confidential,1,35,1,0,mitra marga,11,0,4,4,4
5172,5,4,4,1108.466675,confidential,1,35,1,0,ganesh stan,11,0,4,3,4
5172,6,3,3,1108.466675,confidential,1,35,1,0,ganesthan,11,0,3,2,3
5172,7,4,4,1108.466675,confidential,1,35,1,0,bharatpur,11,0,4,2,4
5172,8,4,4,1108.466675,confidential,1,35,1,0,bharatpur,11,0,4,4,4
5172,9,4,4,1108.466675,confidential,1,35,1,0,ganesthan,11,0,4,4,4
5172,10,4,4,1108.466675,confidential,2,35,1,0,,11,0,4,4,4
5172,11,5,5,1108.466675,confidential,1,35,1,0,ganestha than,11,0,5,5,5
5172,12,5,5,1108.466675,confidential,1,35,1,0,ganesthan,11,0,5,5,5
5172,13,5,5,1108.466675,confidential,1,35,1,0,ganesh than,11,0,5,5,5
5172,14,6,6,1108.466675,confidential,1,35,1,0,ganesthan,11,0,6,6,6
5172,15,7,7,1108.466675,confidential,1,35,1,0,ganesh than,11,0,7,7,7
5173,1,1,1,1108.466675,confidential,1,35,1,0,baseni,11,0,1,1,1
5173,2,2,2,1108.466675,confidential,2,35,1,0,baseni,11,0,2,1,2
5173,3,3,3,1108.466675,confidential,2,35,1,0,mankamana tole,11,0,3,3,4
5173,4,2,2,1108.466675,confidential,2,35,1,0,gorkhalitole,11,0,2,1,3
5173,5,3,3,1108.466675,confidential,1,35,1,0,baseni],11,0,3,3,3
5173,6,3,3,1108.466675,confidential,2,35,1,0,mankamana tole,11,0,3,3,3
5173,7,3,3,1108.466675,confidential,1,35,1,0,baseni,11,0,3,3,3
5173,8,4,4,1108.466675,confidential,2,35,1,0,baseni,11,0,4,4,4
5173,9,4,4,1108.466675,confidential,1,35,1,0,baseni,11,0,4,3,4
5173,10,4,4,1108.466675,confidential,1,35,1,0,baseni,11,0,4,3,4
5173,11,4,4,1108.466675,confidential,1,35,1,0,gorkhali tole,11,0,4,4,4
5173,12,4,4,1108.466675,confidential,2,35,1,0,baseni,11,0,4,4,4
5173,13,5,5,1108.466675,confidential,2,35,1,0,MANKAMANATOLE,11,0,5,4,5
5173,14,5,5,1108.466675,confidential,1,35,1,0,GORKHALI TOLE,11,0,5,5,5
5173,15,6,6,1108.466675,confidential,1,35,1,0,GORKHALI TOLE,11,0,6,6,6
5174,1,1,1,1092.279541,confidential,1,35,1,0,birendra nagar,10,0,1,1,1
5174,2,2,2,1092.279541,confidential,1,35,1,0,birendra chok,10,0,2,2,2
5174,3,2,2,1092.279541,confidential,1,35,1,0,birendra nagar,10,0,2,2,3
5174,4,3,3,1092.279541,confidential,2,35,1,0,khurkhure,10,0,3,3,3
5174,5,3,3,1092.279541,confidential,1,35,1,0,khurkhure,10,0,3,3,3
5174,6,4,4,1092.279541,confidential,1,35,1,0,pachhuwari,10,0,4,3,4
5174,7,4,4,1092.279541,confidential,1,35,1,0,khurkhure,10,0,4,4,4
5174,8,4,4,1092.279541,confidential,1,35,1,0,khurkhue bazar,10,0,4,4,4
5174,9,4,4,1092.279541,confidential,1,35,1,0,bhawani basti,10,0,4,4,4
5174,10,4,4,1092.279541,confidential,1,35,1,0,khurkhure bazar,10,0,4,4,4
5174,11,5,5,1092.279541,confidential,1,35,1,0,birendra bazar,10,0,5,3,5
5174,12,5,5,1092.279541,confidential,1,35,1,0,birendra bazar,10,0,5,5,5
5174,13,6,6,1092.279541,confidential,1,35,1,0,birendra bazar,10,0,6,6,6
5174,14,7,7,1092.279541,confidential,1,35,1,0,birendra nagar,10,0,7,7,7
5174,15,9,9,1092.279541,confidential,1,35,1,0,birendra nagar,10,0,9,8,9
5175,1,1,1,1318.328491,confidential,2,35,2,0,MUGLIN BAZAR,4,0,1,1,1
5175,2,2,2,1318.328491,confidential,1,35,2,0,MUGLIN BAZAR,4,0,2,2,2
5175,3,3,3,1318.328491,confidential,1,35,2,0,FOKSING,4,0,3,3,3
5175,4,3,3,1318.328491,confidential,1,35,2,0,MUGLIN,4,0,3,3,3
5175,5,3,3,1318.328491,confidential,1,35,2,0,MUGLING,4,0,3,3,3
5175,6,4,4,1318.328491,confidential,1,35,2,0,TAMIN TOLE,4,0,4,3,4
5175,7,4,4,1318.328491,confidential,1,35,2,0,MUGLIN BAJAR,4,0,4,4,4
5175,8,4,4,1318.328491,confidential,1,35,2,0,mugling bajar,4,0,4,4,4
5175,9,5,5,1318.328491,confidential,1,35,2,0,muglin bajar,4,0,5,3,5
5175,10,5,5,1318.328491,confidential,1,35,2,0,muglin bajar,4,0,5,5,5
5175,11,5,5,1318.328491,confidential,1,35,2,0,muglin bajar,4,0,5,5,5
5175,12,6,6,1318.328491,confidential,1,35,2,0,muglin bajar,4,0,6,6,6
5175,13,7,7,1318.328491,confidential,1,35,2,0,tamintole,4,0,7,6,7
5175,14,8,8,1318.328491,confidential,1,35,2,0,muglin bajar,4,0,8,7,8
5175,15,7,7,1318.328491,confidential,1,35,2,0,darechowk,4,0,7,6,10
5176,1,1,1,1092.279541,confidential,2,35,1,0,suryapur,8,0,1,1,1
5176,2,2,2,1092.279541,confidential,2,35,1,0,suryapur,8,0,2,2,2
5176,3,3,3,1092.279541,confidential,1,35,1,0,suryapur,8,0,3,3,3
5176,4,3,3,1092.279541,confidential,1,35,1,0,Suryapur,8,0,3,3,3
5176,5,3,3,1092.279541,confidential,2,35,1,0,Suryapur,8,0,3,3,3
5176,6,3,3,1092.279541,confidential,2,35,1,0,Suryapur,8,0,3,3,3
5176,7,4,4,1092.279541,confidential,2,35,1,0,Suryapur,8,0,4,3,4
5176,8,4,4,1092.279541,confidential,2,35,1,0,Suryapur,8,0,4,4,4
5176,9,4,4,1092.279541,confidential,2,35,1,0,Suryapur,8,0,4,4,4
5176,10,4,4,1092.279541,confidential,1,35,1,0,Suryapur,8,0,4,2,4
5176,11,5,5,1092.279541,confidential,1,35,1,0,Suryapur,8,0,5,5,5
5176,12,5,5,1092.279541,confidential,2,35,1,0,Suryapur,8,0,5,4,5
5176,13,6,6,1092.279541,confidential,1,35,1,0,Suryapur,8,0,6,5,6
5176,14,5,5,1092.279541,confidential,2,35,1,0,Suryapur,8,0,5,3,5
5176,15,7,7,1092.279541,confidential,1,35,1,0,Suryapur,8,0,7,7,7
5177,1,1,1,1092.279541,confidential,2,35,1,0,gopalnagar,7,0,1,1,1
5177,2,2,2,1092.279541,confidential,1,35,1,0,gopalnagar,7,0,2,2,2
5177,3,2,2,1092.279541,confidential,1,35,1,0,gopalnagar,7,0,2,2,2
5177,4,2,2,1092.279541,confidential,2,35,1,0,gopalnagar,7,0,2,2,2
5177,5,4,4,1092.279541,confidential,1,35,1,0,gopalnagar,7,0,4,3,4
5177,6,3,3,1092.279541,confidential,2,35,1,0,gopalnagar,7,0,3,3,3
5177,7,3,3,1092.279541,confidential,1,35,1,0,gopalnagar,7,0,3,3,3
5177,8,3,3,1092.279541,confidential,1,35,1,0,sukumbasitole,7,0,3,3,3
5177,9,4,4,1092.279541,confidential,1,35,1,0,gopalnagar,7,0,4,4,4
5177,10,5,5,1092.279541,confidential,1,35,1,0,gopalnagar,7,0,5,4,5
5177,11,4,4,1092.279541,confidential,1,35,1,0,gopalnagar,7,0,4,4,5
5177,12,5,5,1092.279541,confidential,2,35,1,0,gopalnagar,7,0,5,5,5
5177,13,6,6,1092.279541,confidential,1,35,1,0,gopalnagar,7,0,6,6,8
5177,14,6,6,1092.279541,confidential,1,35,1,0,gopalnagar,7,0,6,6,6
5177,15,7,7,1092.279541,confidential,1,35,1,0,opalnagar,7,0,7,7,7
5178,1,1,1,1092.279541,confidential,1,48,2,0,,8,0,1,1,1
5178,2,2,2,1092.279541,confidential,2,48,2,0,,8,0,2,2,2
5178,3,2,2,1092.279541,confidential,1,48,2,0,deupur,8,0,2,2,2
5178,4,2,2,1092.279541,confidential,1,48,2,0,,8,0,2,2,2
5178,5,3,3,1092.279541,confidential,1,48,2,0,,8,0,3,3,3
5178,6,4,4,1092.279541,confidential,1,48,2,0,,8,0,4,4,4
5178,7,4,4,1092.279541,confidential,1,48,2,0,,8,0,4,4,4
5178,8,4,4,1092.279541,confidential,2,48,2,0,,8,0,4,4,4
5178,9,4,4,1092.279541,confidential,2,48,2,0,,8,0,4,4,4
5178,10,5,5,1092.279541,confidential,2,48,2,0,,8,0,5,5,5
5178,11,4,4,1092.279541,confidential,2,48,2,0,,8,0,4,4,4
5178,12,6,6,1092.279541,confidential,1,48,2,0,,8,0,6,6,6
5178,13,6,6,1092.279541,confidential,1,48,2,0,,8,0,6,5,6
5178,14,6,6,1092.279541,confidential,1,48,2,0,,8,0,6,6,6
5178,15,8,8,1092.279541,confidential,1,48,2,0,,8,0,11,7,11
5179,1,1,1,1318.328491,confidential,1,48,2,0,deurali,2,0,1,1,1
5179,2,2,2,1318.328491,confidential,1,48,2,0,deurali,2,0,2,2,2
5179,3,3,3,1318.328491,confidential,1,48,2,0,deurali,2,0,3,2,3
5179,4,3,3,1318.328491,confidential,2,48,2,0,bikastole,2,0,3,3,3
5179,5,3,3,1318.328491,confidential,2,48,2,0,deurali,2,0,3,3,4
5179,6,3,3,1318.328491,confidential,2,48,2,0,deurali,2,0,3,2,4
5179,7,2,2,1318.328491,confidential,1,48,2,0,koleliya,2,0,2,2,2
5179,8,4,4,1318.328491,confidential,2,48,2,0,kiliya,2,0,4,4,4
5179,9,4,4,1318.328491,confidential,1,48,2,0,koliya,2,0,4,4,4
5179,10,5,5,1318.328491,confidential,1,48,2,0,koliya,2,0,5,5,5
5179,11,4,4,1318.328491,confidential,1,48,2,0,koliya,2,0,4,4,4
5179,12,5,5,1318.328491,confidential,2,48,2,0,koliya,2,0,5,5,6
5179,13,6,6,1318.328491,confidential,2,48,2,0,koliya,2,0,6,6,6
5179,14,7,7,1318.328491,confidential,1,48,2,0,koliya,2,0,7,7,7
5179,15,9,9,1318.328491,confidential,1,48,2,0,KOLIYA,2,0,9,9,9
5180,1,1,1,1318.328491,confidential,2,48,1,0,SHITALNAGAR,7,0,1,1,1
5180,2,2,2,1318.328491,confidential,2,48,1,0,SHITALNAGAR,7,0,2,2,4
5180,3,3,3,1318.328491,confidential,1,48,1,0,GAIDAKOT,7,0,3,3,3
5180,4,3,3,1318.328491,confidential,1,48,1,0,SHITALNAGAR,7,0,3,2,3
5180,5,3,3,1318.328491,confidential,1,48,1,0,SHITALNAGAR,7,0,3,3,4
5180,6,4,4,1318.328491,confidential,1,48,1,0,GAIREE,7,0,4,2,4
5180,7,4,4,1318.328491,confidential,1,48,1,0,SHITALNAGAR,7,0,4,4,4
5180,8,4,4,1318.328491,confidential,1,48,1,0,OMSHANTITOLE,7,0,4,4,4
5180,9,4,4,1318.328491,confidential,2,48,1,0,SHITALNAGAR,7,0,4,4,5
5180,10,4,4,1318.328491,confidential,2,48,1,0,SHITALNAGAR,7,0,4,3,5
5180,11,5,5,1318.328491,confidential,1,48,1,0,GAODAKOT,7,0,5,5,5
5180,12,5,5,1318.328491,confidential,2,48,1,0,SHITALNAGAR,7,0,5,5,5
5180,13,6,6,1318.328491,confidential,1,48,1,0,SITALNAGAR,7,0,6,5,7
5180,14,6,6,1318.328491,confidential,2,48,1,0,OMSHANTI TOLE,7,0,6,5,7
5180,15,8,8,1318.328491,confidential,1,48,1,0,GAIREE SITALNAGAR,7,0,8,8,8
5181,1,2,2,1318.328491,confidential,2,48,2,0,jamuniya,9,0,2,2,2
5181,2,2,2,1318.328491,confidential,1,48,2,0,jamuniya,9,0,2,2,2
5181,3,3,3,1318.328491,confidential,2,48,2,0,jamuniya,9,0,3,3,3
5181,4,3,3,1318.328491,confidential,1,48,2,0,jamuniya,9,0,3,2,3
5181,5,4,4,1318.328491,confidential,2,48,2,0,jamuniya,9,0,4,4,4
5181,6,4,4,1318.328491,confidential,1,48,2,0,jamuniya,9,0,4,4,4
5181,7,4,4,1318.328491,confidential,2,48,2,0,jamuniya,9,0,4,4,4
5181,8,5,5,1318.328491,confidential,1,48,2,0,jamuniya,9,0,5,4,5
5181,9,6,6,1318.328491,confidential,2,48,2,0,jamuniya,9,0,6,3,6
5181,10,4,4,1318.328491,confidential,1,48,2,0,jamuniya,9,0,4,4,4
5181,11,6,6,1318.328491,confidential,1,48,2,0,jamuniya,9,0,6,6,6
5181,12,6,6,1318.328491,confidential,2,48,2,0,jamuniya,9,0,6,6,6
5181,13,7,7,1318.328491,confidential,2,48,2,0,jamuniya,9,0,7,3,7
5181,14,8,8,1318.328491,confidential,1,48,2,0,jamuniya,9,0,8,7,8
5181,15,21,21,1318.328491,confidential,1,48,2,0,jamuniya,9,0,21,18,21
5182,1,2,2,1092.279541,confidential,1,48,1,0,,7,0,2,2,2
5182,2,2,2,1092.279541,confidential,1,48,1,0,belhani,7,0,2,2,2
5182,3,3,3,1092.279541,confidential,2,48,1,0,,7,0,3,3,3
5182,4,3,3,1092.279541,confidential,2,48,1,0,,7,0,3,1,3
5182,5,3,3,1092.279541,confidential,1,48,1,0,9847212816,7,0,3,3,3
5182,6,3,3,1092.279541,confidential,1,48,1,0,,7,0,3,2,3
5182,7,4,4,1092.279541,confidential,2,48,1,0,,7,0,4,4,4
5182,8,4,4,1092.279541,confidential,1,48,1,0,,7,0,4,3,4
5182,9,4,4,1092.279541,confidential,1,48,1,0,,7,0,4,4,4
5182,10,5,5,1092.279541,confidential,1,48,1,0,,7,0,5,4,5
5182,11,5,5,1092.279541,confidential,1,48,1,0,makar bazar,7,0,5,3,5
5182,12,4,4,1092.279541,confidential,2,48,1,0,belhani,7,0,4,4,4
5182,13,6,6,1092.279541,confidential,1,48,1,0,,7,0,6,6,6
5182,14,7,7,1092.279541,confidential,1,48,1,0,,7,0,7,7,7
5182,15,11,11,1092.279541,confidential,1,48,1,0,,7,0,11,9,11
5183,1,2,2,1092.279541,confidential,1,48,2,0,patani,4,0,2,2,2
5183,2,2,2,1092.279541,confidential,2,48,2,0,manari,4,0,2,1,3
5183,3,3,3,1092.279541,confidential,1,48,2,0,patani,4,0,3,3,3
5183,4,3,3,1092.279541,confidential,2,48,2,0,patani,4,0,3,3,3
5183,5,4,4,1092.279541,confidential,1,48,2,0,patani,4,0,4,4,4
5183,6,4,4,1092.279541,confidential,1,48,2,0,patani,4,0,4,4,4
5183,7,4,4,1092.279541,confidential,1,48,2,0,patani,4,0,4,3,4
5183,8,4,4,1092.279541,confidential,1,48,2,0,patani,4,0,4,4,4
5183,9,4,4,1092.279541,confidential,1,48,2,0,patani,4,0,4,2,4
5183,10,5,5,1092.279541,confidential,1,48,2,0,patani,4,0,5,5,5
5183,11,5,5,1092.279541,confidential,1,48,2,0,patani,4,0,5,5,5
5183,12,6,6,1092.279541,confidential,1,48,2,0,patani,4,0,6,5,6
5183,13,6,6,1092.279541,confidential,2,48,2,0,patani,4,0,6,6,6
5183,14,7,7,1092.279541,confidential,1,48,2,0,patani,4,0,7,7,9
5183,15,8,8,1092.279541,confidential,1,48,2,0,patani,4,0,8,6,9
5184,1,2,2,1092.279541,confidential,1,48,1,0,bramhatole,12,0,2,2,2
5184,2,2,2,1092.279541,confidential,2,48,1,0,Piparani,12,0,2,2,2
5184,3,3,3,1092.279541,confidential,2,48,1,0,barmatole,12,0,3,3,3
5184,4,3,3,1092.279541,confidential,1,48,1,0,Kharkhatta,12,0,3,3,3
5184,5,3,3,1092.279541,confidential,1,48,1,0,Rajmandir,12,0,3,3,3
5184,6,4,4,1092.279541,confidential,1,48,1,0,Thulotole,12,0,4,4,4
5184,7,4,4,1092.279541,confidential,1,48,1,0,brahatole,12,0,4,4,4
5184,8,8,8,1092.279541,confidential,1,48,1,0,,12,0,8,6,8
5184,9,4,4,1092.279541,confidential,2,48,1,0,Kharkatta,12,0,4,4,4
5184,10,5,5,1092.279541,confidential,2,48,1,0,Kharkatta,12,0,5,4,5
5184,11,4,4,1092.279541,confidential,2,48,1,0,kharkatta,12,0,4,3,4
5184,12,6,6,1092.279541,confidential,1,48,1,0,Brahmatole,12,0,6,5,6
5184,13,6,6,1092.279541,confidential,1,48,1,0,Pipreni,12,0,6,6,6
5184,14,5,5,1092.279541,confidential,2,48,1,0,Thulotole,12,0,5,5,5
5184,15,12,12,1092.279541,confidential,1,48,1,0,Brahmatole,12,0,12,10,12
5185,1,2,2,1092.279541,confidential,1,48,1,0,padatikaar,13,0,2,2,2
5185,2,2,2,1092.279541,confidential,1,48,1,0,simangadh,13,0,2,2,2
5185,3,4,4,1092.279541,confidential,1,48,1,0,kailaspati,13,0,4,4,4
5185,4,4,4,1092.279541,confidential,1,48,1,0,padatikar,13,0,4,4,4
5185,5,4,4,1092.279541,confidential,1,48,1,0,padatikar,13,0,4,4,4
5185,6,4,4,1092.279541,confidential,1,48,1,0,padatikar,13,0,4,4,4
5185,7,5,5,1092.279541,confidential,1,48,1,0,simaqnagard,13,0,5,5,5
5185,8,5,5,1092.279541,confidential,1,48,1,0,kailashpati,13,0,5,5,5
5185,9,5,5,1092.279541,confidential,1,48,1,0,padatikar,13,0,5,4,5
5185,10,6,6,1092.279541,confidential,1,48,1,0,kailaspati,13,0,6,4,7
5185,11,5,5,1092.279541,confidential,1,48,1,0,padatikar,13,0,5,5,5
5185,12,7,7,1092.279541,confidential,1,48,1,0,padatikar,13,0,7,7,8
5185,13,7,7,1092.279541,confidential,1,48,1,0,padatikar,13,0,7,5,7
5185,14,10,10,1092.279541,confidential,1,48,1,0,simanagard,13,0,10,8,10
5185,15,11,11,1092.279541,confidential,1,48,1,0,padatikar,13,0,11,9,11
5186,1,1,1,1318.328491,confidential,1,36,1,0,Aap pipal,11,0,1,1,1
5186,2,1,1,1318.328491,confidential,2,36,1,0,Maibal,11,0,1,1,1
5186,3,2,2,1318.328491,confidential,1,36,1,0,RautePani,11,0,2,2,2
5186,4,2,2,1318.328491,confidential,1,36,1,0,Rautepani,11,0,2,2,2
5186,5,2,2,1318.328491,confidential,1,36,1,0,Rautepani,11,0,2,2,2
5186,6,2,2,1318.328491,confidential,1,36,1,0,Maibal,11,0,2,2,2
5186,7,3,3,1318.328491,confidential,1,36,1,0,bhaduwar,11,0,3,3,3
5186,8,3,3,1318.328491,confidential,1,36,1,0,Rautepani,11,0,3,3,3
5186,9,3,3,1318.328491,confidential,1,36,1,0,Maibal,11,0,3,3,3
5186,10,4,4,1318.328491,confidential,1,36,1,0,Rautepani,11,0,4,4,4
5186,11,4,4,1318.328491,confidential,2,36,1,0,Maibal,11,0,4,4,4
5186,12,4,4,1318.328491,confidential,2,36,1,0,Maibal,11,0,4,4,4
5186,13,5,5,1318.328491,confidential,2,36,1,0,Rautepani,11,0,5,5,5
5186,14,6,6,1318.328491,confidential,1,36,1,0,Hiski Gao,11,0,6,6,6
5186,15,7,7,1318.328491,confidential,1,36,1,0,Bhaduwar,11,0,7,7,7
5187,1,1,1,1318.328491,confidential,2,36,2,0,Ghadari,1,0,1,1,1
5187,2,2,2,1318.328491,confidential,1,36,2,0,Ghaderi,1,0,2,2,2
5187,3,2,2,1318.328491,confidential,1,36,2,0,Tallo Manjyang,1,0,2,2,2
5187,4,2,2,1318.328491,confidential,1,36,2,0,Tallo Mangjyang,1,0,2,2,2
5187,5,3,3,1318.328491,confidential,2,36,2,0,Simle/Koirale,1,0,3,2,3
5187,6,3,3,1318.328491,confidential,1,36,2,0,Barre Gao,1,0,3,3,3
5187,7,3,3,1318.328491,confidential,1,36,2,0,Ghopte,1,0,3,3,3
5187,8,4,4,1318.328491,confidential,1,36,2,0,Ghaderi,1,0,4,4,4
5187,9,4,4,1318.328491,confidential,1,36,2,0,Ambote,1,0,4,4,4
5187,10,4,4,1318.328491,confidential,1,36,2,0,Makure chautara,1,0,4,4,4
5187,11,5,5,1318.328491,confidential,1,36,2,0,Danda gao,1,0,5,3,5
5187,12,5,5,1318.328491,confidential,1,36,2,0,Barre gao,1,0,5,5,5
5187,13,6,6,1318.328491,confidential,1,36,2,0,Simle/Kalmate,1,0,6,6,6
5187,14,6,6,1318.328491,confidential,2,36,2,0,Makure Chautare,1,0,6,5,6
5187,15,8,8,1318.328491,confidential,1,36,2,0,Ghaderi GAo,1,0,8,8,8
5188,1,1,1,1318.328491,confidential,2,36,2,0,Bojhini,1,0,1,1,2
5188,2,1,1,1318.328491,confidential,2,36,2,0,Ghunchoktar,1,0,1,1,1
5188,3,2,2,1318.328491,confidential,1,36,2,0,ghunchoktar,1,0,2,2,2
5188,4,2,2,1318.328491,confidential,1,36,2,0,bhuwane,1,0,2,2,2
5188,5,2,2,1318.328491,confidential,1,36,2,0,Jedada,1,0,2,2,2
5188,6,2,2,1318.328491,confidential,1,36,2,0,lamagau,1,0,2,2,2
5188,7,2,2,1318.328491,confidential,2,36,2,0,Ghunchoktar,1,0,2,2,4
5188,8,3,3,1318.328491,confidential,1,36,2,0,Z dada,1,0,3,3,3
5188,9,4,4,1318.328491,confidential,2,36,2,0,phunchok basi,1,0,4,4,4
5188,10,4,4,1318.328491,confidential,1,36,2,0,ghunchauk tar,1,0,4,4,4
5188,11,4,4,1318.328491,confidential,2,36,2,0,Jedada,1,0,4,4,5
5188,12,4,4,1318.328491,confidential,1,36,2,0,Lamagaun,1,0,4,3,4
5188,13,5,5,1318.328491,confidential,1,36,2,0,ghanchok tar,1,0,5,5,5
5188,14,5,5,1318.328491,confidential,1,36,2,0,,1,0,5,5,5
5188,15,6,6,1318.328491,confidential,1,36,2,0,z dada,1,0,6,6,6
5189,1,1,1,1318.328491,confidential,2,37,2,0,,8,0,1,1,1
5189,2,2,2,1318.328491,confidential,1,37,2,0,lamikhet,8,0,2,2,2
5189,3,3,3,1318.328491,confidential,1,37,2,0,lamikhet,8,0,3,3,4
5189,4,2,2,1318.328491,confidential,2,37,2,0,Deutapani,8,0,2,2,3
5189,5,2,2,1318.328491,confidential,1,37,2,0,dewatapani,8,0,2,2,2
5189,6,3,3,1318.328491,confidential,1,37,2,0,Bagainch,8,0,3,3,4
5189,7,3,3,1318.328491,confidential,2,37,2,0,Lamikhet,8,0,3,2,3
5189,8,4,4,1318.328491,confidential,2,37,2,0,Milan basti,8,0,4,4,4
5189,9,4,4,1318.328491,confidential,1,37,2,0,Bagaincha,8,0,4,4,5
5189,10,4,4,1318.328491,confidential,1,37,2,0,Lamikhet,8,0,4,4,4
5189,11,4,4,1318.328491,confidential,2,37,2,0,Dewatapani,8,0,4,4,4
5189,12,5,5,1318.328491,confidential,1,37,2,0,Bagaincha,8,0,5,5,5
5189,13,5,5,1318.328491,confidential,2,37,2,0,lamikhet,8,0,5,5,5
5189,14,6,6,1318.328491,confidential,1,37,2,0,lamikhet,8,0,6,6,6
5189,15,7,7,1318.328491,confidential,1,37,2,0,Deutapani,8,0,7,7,8
5190,1,1,1,1318.328491,confidential,2,37,1,0,Karapu,11,0,1,1,1
5190,2,1,1,1318.328491,confidential,2,37,1,0,Karapu,11,0,1,1,1
5190,3,2,2,1318.328491,confidential,1,37,1,0,Karapu Pokharithok,11,0,2,2,2
5190,4,2,2,1318.328491,confidential,1,37,1,0,Karapu,11,0,2,2,2
5190,5,2,2,1318.328491,confidential,2,37,1,0,Karapu,11,0,2,2,2
5190,6,2,2,1318.328491,confidential,1,37,1,0,Karapu,11,0,2,2,2
5190,7,3,3,1318.328491,confidential,1,37,1,0,Pokhari thok,11,0,3,3,3
5190,8,3,3,1318.328491,confidential,1,37,1,0,Karapu,11,0,3,3,3
5190,9,3,3,1318.328491,confidential,2,37,1,0,Karapu,11,0,3,3,3
5190,10,3,3,1318.328491,confidential,1,37,1,0,Pokhari thok,11,0,3,3,3
5190,11,4,4,1318.328491,confidential,1,37,1,0,Karapu,11,0,4,4,4
5190,12,4,4,1318.328491,confidential,1,37,1,0,Pokhari thok,11,0,4,4,4
5190,13,5,5,1318.328491,confidential,2,37,1,0,Karapu,11,0,4,4,5
5190,14,6,6,1318.328491,confidential,1,37,1,0,Pokhari thok,11,0,6,5,6
