hhid,code,consumed,source,Category,province,residence_type
hRCK-1QVe-6x1L-pdFZ,108,yes,ownproduced,Cereals,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,109,yes,purchased,Cereals,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,110,yes,ownproduced,Cereals,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,112,yes,purchased,Cereals,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,113,yes,purchased,Cereals,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,114,yes,ownproduced,Cereals,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,117,yes,gifted,Cereals,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,118,yes,purchased,Cereals,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,205,yes,ownproduced,Roots & tubers,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,206,yes,purchased,Roots & tubers,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,301,yes,gifted,Legumes & nuts,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,306,yes,ownproduced,Legumes & nuts,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,307,yes,purchased,Legumes & nuts,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,309,yes,ownproduced,Legumes & nuts,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,311,yes,purchased,Legumes & nuts,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,312,yes,gifted,Legumes & nuts,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,401,yes,ownproduced,Vegetables,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,402,yes,gifted,Vegetables,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,404,yes,gifted,Vegetables,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,405,yes,gifted,Vegetables,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,408,yes,purchased,Vegetables,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,409,yes,gifted,Vegetables,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,410,yes,gifted,Vegetables,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,411,yes,gifted,Vegetables,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,412,yes,purchased,Vegetables,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,413,yes,purchased,Vegetables,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,414,yes,gifted,Vegetables,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,501,yes,gifted,Eggs,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,509,yes,purchased,Meat,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,512,yes,ownproduced,Fish,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,522,yes,gifted,Meat,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,601,yes,ownproduced,Fruits,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,603,yes,purchased,Fruits,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,604,yes,purchased,Fruits,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,606,yes,purchased,Fruits,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,607,yes,gifted,Fruits,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,608,yes,gifted,Fruits,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,610,yes,gifted,Fruits,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,701,yes,purchased,Milk & milk products,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,702,yes,gifted,Milk & milk products,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,703,yes,purchased,Fats & oils,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,705,yes,gifted,Milk & milk products,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,707,yes,gifted,Milk & milk products,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,708,yes,purchased,Milk & milk products,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,709,yes,ownproduced,Milk & milk products,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,801,yes,gifted,Sugary foods/beverages,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,803,yes,purchased,Fats & oils,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,804,yes,gifted,Sugary foods/beverages,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,810,yes,ownproduced,Miscellaneous,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,811,yes,gifted,Miscellaneous,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,815,yes,purchased,Miscellaneous,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,816,yes,gifted,Sugary foods/beverages,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,818,yes,ownproduced,Miscellaneous,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,820,yes,ownproduced,Cereals,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,822,yes,gifted,Roots & tubers,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,824,yes,ownproduced,Meat,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,825,yes,gifted,Meat,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,827,yes,gifted,Cereals,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,828,yes,gifted,Cereals,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,830,yes,gifted,Cereals,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,831,yes,purchased,Roots & tubers,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,834,yes,purchased,Legumes & nuts,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,837,yes,ownproduced,Legumes & nuts,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,838,yes,gifted,Roots & tubers,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,901,yes,purchased,Miscellaneous,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,903,yes,purchased,Miscellaneous,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,905,yes,purchased,Fruits,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,906,yes,purchased,Sugary foods/beverages,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,907,yes,gifted,Sugary foods/beverages,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,908,yes,purchased,Miscellaneous,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,909,yes,ownproduced,Miscellaneous,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,910,yes,gifted,Cereals,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,911,yes,gifted,Miscellaneous,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,915,yes,ownproduced,Miscellaneous,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,916,yes,purchased,Miscellaneous,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,5021,yes,ownproduced,Fish,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,5031,yes,gifted,Fish,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,5032,yes,purchased,Fish,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,5033,yes,gifted,Fish,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,5121,yes,gifted,Fish,Mashonaland West,Urban
hRCK-1QVe-6x1L-pdFZ,5123,yes,purchased,Fish,Mashonaland West,Urban
ip6l-5Xoe-Mw8f-RiUG,107,yes,gifted,Cereals,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,109,yes,ownproduced,Cereals,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,118,yes,purchased,Cereals,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,201,yes,gifted,Roots & tubers,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,203,yes,purchased,Roots & tubers,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,204,yes,purchased,Roots & tubers,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,208,yes,gifted,Roots & tubers,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,305,yes,ownproduced,Legumes & nuts,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,307,yes,gifted,Legumes & nuts,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,308,yes,gifted,Legumes & nuts,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,309,yes,purchased,Legumes & nuts,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,310,yes,purchased,Legumes & nuts,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,311,yes,purchased,Legumes & nuts,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,313,yes,purchased,Legumes & nuts,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,401,yes,purchased,Vegetables,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,404,yes,gifted,Vegetables,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,405,yes,gifted,Vegetables,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,407,yes,ownproduced,Vegetables,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,409,yes,purchased,Vegetables,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,411,yes,ownproduced,Vegetables,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,414,yes,purchased,Vegetables,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,505,yes,purchased,Meat,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,506,yes,gifted,Meat,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,509,yes,gifted,Meat,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,511,yes,ownproduced,Meat,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,512,yes,purchased,Fish,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,514,yes,ownproduced,Fish,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,515,yes,purchased,Meat,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,603,yes,ownproduced,Fruits,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,605,yes,ownproduced,Fruits,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,606,yes,purchased,Fruits,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,607,yes,ownproduced,Fruits,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,608,yes,purchased,Fruits,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,703,yes,gifted,Fats & oils,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,706,yes,purchased,Milk & milk products,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,708,yes,gifted,Milk & milk products,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,709,yes,purchased,Milk & milk products,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,803,yes,gifted,Fats & oils,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,804,yes,purchased,Sugary foods/beverages,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,813,yes,ownproduced,Miscellaneous,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,815,yes,purchased,Miscellaneous,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,816,yes,purchased,Sugary foods/beverages,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,818,yes,ownproduced,Miscellaneous,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,820,yes,gifted,Cereals,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,821,yes,gifted,Roots & tubers,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,822,yes,purchased,Roots & tubers,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,824,yes,purchased,Meat,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,828,yes,ownproduced,Cereals,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,831,yes,purchased,Roots & tubers,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,901,yes,gifted,Miscellaneous,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,904,yes,ownproduced,Sugary foods/beverages,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,905,yes,ownproduced,Fruits,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,906,yes,gifted,Sugary foods/beverages,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,907,yes,ownproduced,Sugary foods/beverages,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,908,yes,gifted,Miscellaneous,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,909,yes,ownproduced,Miscellaneous,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,910,yes,gifted,Cereals,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,911,yes,purchased,Miscellaneous,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,912,yes,ownproduced,Cereals,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,913,yes,purchased,Miscellaneous,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,914,yes,purchased,Miscellaneous,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,916,yes,purchased,Miscellaneous,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,5031,yes,ownproduced,Fish,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,5033,yes,ownproduced,Fish,Bulawayo,Rural
ip6l-5Xoe-Mw8f-RiUG,5123,yes,purchased,Fish,Bulawayo,Rural
Dw7I-tp9m-PY22-HYd3,102,yes,ownproduced,Cereals,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,103,yes,gifted,Cereals,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,106,yes,ownproduced,Cereals,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,107,yes,ownproduced,Cereals,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,108,yes,ownproduced,Cereals,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,109,yes,purchased,Cereals,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,110,yes,gifted,Cereals,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,114,yes,ownproduced,Cereals,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,115,yes,gifted,Cereals,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,116,yes,purchased,Cereals,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,118,yes,ownproduced,Cereals,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,202,yes,gifted,Roots & tubers,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,207,yes,gifted,Roots & tubers,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,301,yes,ownproduced,Legumes & nuts,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,305,yes,gifted,Legumes & nuts,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,306,yes,gifted,Legumes & nuts,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,307,yes,ownproduced,Legumes & nuts,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,309,yes,gifted,Legumes & nuts,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,310,yes,ownproduced,Legumes & nuts,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,312,yes,gifted,Legumes & nuts,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,404,yes,purchased,Vegetables,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,405,yes,gifted,Vegetables,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,407,yes,ownproduced,Vegetables,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,409,yes,purchased,Vegetables,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,410,yes,ownproduced,Vegetables,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,411,yes,purchased,Vegetables,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,412,yes,ownproduced,Vegetables,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,414,yes,gifted,Vegetables,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,504,yes,gifted,Meat,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,505,yes,purchased,Meat,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,508,yes,ownproduced,Meat,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,510,yes,purchased,Meat,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,514,yes,purchased,Fish,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,601,yes,gifted,Fruits,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,604,yes,ownproduced,Fruits,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,605,yes,gifted,Fruits,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,606,yes,gifted,Fruits,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,608,yes,gifted,Fruits,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,609,yes,gifted,Fruits,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,610,yes,ownproduced,Fruits,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,701,yes,purchased,Milk & milk products,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,702,yes,gifted,Milk & milk products,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,703,yes,purchased,Fats & oils,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,706,yes,purchased,Milk & milk products,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,801,yes,gifted,Sugary foods/beverages,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,802,yes,purchased,Miscellaneous,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,803,yes,ownproduced,Fats & oils,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,804,yes,ownproduced,Sugary foods/beverages,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,810,yes,ownproduced,Miscellaneous,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,811,yes,purchased,Miscellaneous,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,812,yes,gifted,Miscellaneous,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,813,yes,purchased,Miscellaneous,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,814,yes,purchased,Miscellaneous,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,815,yes,ownproduced,Miscellaneous,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,817,yes,ownproduced,Sugary foods/beverages,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,818,yes,gifted,Miscellaneous,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,821,yes,ownproduced,Roots & tubers,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,824,yes,purchased,Meat,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,825,yes,purchased,Meat,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,828,yes,ownproduced,Cereals,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,829,yes,purchased,Cereals,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,830,yes,purchased,Cereals,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,832,yes,gifted,Roots & tubers,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,835,yes,ownproduced,Cereals,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,837,yes,purchased,Legumes & nuts,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,838,yes,ownproduced,Roots & tubers,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,903,yes,ownproduced,Miscellaneous,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,907,yes,purchased,Sugary foods/beverages,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,909,yes,purchased,Miscellaneous,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,911,yes,ownproduced,Miscellaneous,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,912,yes,gifted,Cereals,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,914,yes,gifted,Miscellaneous,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,916,yes,ownproduced,Miscellaneous,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,5022,yes,gifted,Fish,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,5023,yes,ownproduced,Fish,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,5031,yes,purchased,Fish,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,5032,yes,ownproduced,Fish,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,5033,yes,gifted,Fish,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,5121,yes,purchased,Fish,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,5122,yes,ownproduced,Fish,Midlands,Urban
Dw7I-tp9m-PY22-HYd3,5123,yes,ownproduced,Fish,Midlands,Urban
PLwY-Hv2y-nMMd-WP2M,102,yes,purchased,Cereals,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,103,yes,purchased,Cereals,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,104,yes,purchased,Cereals,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,110,yes,gifted,Cereals,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,112,yes,ownproduced,Cereals,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,115,yes,gifted,Cereals,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,202,yes,ownproduced,Roots & tubers,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,203,yes,ownproduced,Roots & tubers,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,204,yes,ownproduced,Roots & tubers,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,207,yes,purchased,Roots & tubers,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,208,yes,gifted,Roots & tubers,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,209,yes,ownproduced,Roots & tubers,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,302,yes,gifted,Legumes & nuts,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,303,yes,ownproduced,Legumes & nuts,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,305,yes,gifted,Legumes & nuts,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,306,yes,gifted,Legumes & nuts,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,307,yes,purchased,Legumes & nuts,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,309,yes,ownproduced,Legumes & nuts,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,312,yes,gifted,Legumes & nuts,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,313,yes,ownproduced,Legumes & nuts,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,401,yes,gifted,Vegetables,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,407,yes,gifted,Vegetables,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,408,yes,gifted,Vegetables,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,412,yes,purchased,Vegetables,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,414,yes,purchased,Vegetables,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,504,yes,gifted,Meat,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,505,yes,gifted,Meat,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,508,yes,purchased,Meat,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,509,yes,ownproduced,Meat,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,510,yes,gifted,Meat,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,512,yes,ownproduced,Fish,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,514,yes,gifted,Fish,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,515,yes,purchased,Meat,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,602,yes,gifted,Fruits,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,604,yes,ownproduced,Fruits,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,605,yes,purchased,Fruits,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,608,yes,purchased,Fruits,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,609,yes,purchased,Fruits,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,610,yes,purchased,Fruits,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,702,yes,gifted,Milk & milk products,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,703,yes,ownproduced,Fats & oils,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,705,yes,ownproduced,Milk & milk products,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,708,yes,ownproduced,Milk & milk products,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,804,yes,purchased,Sugary foods/beverages,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,810,yes,ownproduced,Miscellaneous,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,811,yes,purchased,Miscellaneous,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,812,yes,gifted,Miscellaneous,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,813,yes,purchased,Miscellaneous,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,816,yes,gifted,Sugary foods/beverages,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,818,yes,ownproduced,Miscellaneous,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,824,yes,gifted,Meat,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,826,yes,gifted,Fish,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,827,yes,purchased,Cereals,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,829,yes,gifted,Cereals,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,833,yes,gifted,Legumes & nuts,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,836,yes,gifted,Cereals,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,838,yes,gifted,Roots & tubers,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,902,yes,gifted,Miscellaneous,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,903,yes,gifted,Miscellaneous,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,905,yes,ownproduced,Fruits,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,908,yes,gifted,Miscellaneous,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,910,yes,ownproduced,Cereals,Mashonaland West,Rural
PLwY-Hv2y-nMMd-WP2M,911,yes,gifted,Miscellaneous,Mashonaland West,Rural
