interview__key,sdd_hhid,sdd_indid,hh_b01,hh_b02,hh_b03_1,hh_b03_2,hh_b04,hh_b05,hh_b06,hh_b07,hh_b08,hh_b09_1,hh_b0a,hh_b0b,hh_b10,hh_b11,hh_b12_1,hh_b12_2,hh_b13,hh_b14,hh_b15_1,hh_b15_2,hh_b16,hh_b17,hh_b18,hh_b19,hh_b20,hh_b21_1,hh_b21_2,hh_b21_3,hh_b21_4,hh_b22,hh_b23_1,hh_b23_2,hh_b23_3,hh_b23_4,hh_b24,hh_b25,hh_b26,hh_b27_2,hh_b27_3,hh_b28,hh_b29_2,hh_b29_3,y4_hhid
22-35-45-21,0551-001-001,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,60,SPOUSE,2,YES,31,YES,YES,,0,EMPLOYED: NGO/RELIGIOUS,DEAD,,23,COMPLETED PRIMARY,DEAD,,48,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,GOVERNMENT,,,,YES,1,,,,NO,,26,TABORA,TABORA URBAN,BETTER SERVICES/HOUSING,KILIMANJARO,SAME,0551-001
22-35-45-21,0551-001-001,6,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,24,SON/DAUGHTER,6,YES,31,YES,NO,1,9,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0551-001
34-63-03-45,0551-001-003,1,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,28,HEAD,3,YES,30,YES,YES,,0,EMPLOYED: NGO/RELIGIOUS,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,YES,NEVER MARRIED,,,,,,,,,,,,,4,TABORA,TABORA URBAN,WORK RELATED,MBEYA,MBEYA URBAN,0551-001
05-83-32-40,0551-001-006,1,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,26,HEAD,5,YES,31,YES,YES,,0,EMPLOYED: GOVERMENT,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,YES,NEVER MARRIED,,,,,,,,,,,,,1,TABORA,TABORA URBAN,WORK RELATED,TABORA,TABORA URBAN,0551-001
74-15-69-60,0552-001-001,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,33,HEAD,1,YES,30,YES,YES,,0,EMPLOYED: PRIVATE SECTOR,LIVING OUT OF THE HOUSEHOLD,,,SOME SECONDARY,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,TRADITIONAL,,,,YES,2,,,,NO,,3,DAR ES SALAAM,TEMEKE,BETTER SERVICES/HOUSING,KILIMANJARO,SAME,0552-001
74-15-69-60,0552-001-001,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,31,SPOUSE,2,YES,30,YES,YES,,0,UNPAID FAMILY WORK,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,DEAD,,5,COMPLETED PRIMARY,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,TRADITIONAL,,,,YES,1,,,,NO,,3,DAR ES SALAAM,TEMEKE,BETTER SERVICES/HOUSING,TABORA,TABORA URBAN,0552-001
74-15-69-60,0552-001-001,3,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,5,SON/DAUGHTER,3,YES,30,YES,NO,2,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0552-001
74-15-69-60,0552-001-001,4,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,1,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,30,YES,NO,2,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0552-001
21-74-91-31,0553-001-001,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,68,HEAD,1,YES,30,YES,YES,,0,NO JOB,DEAD,,35,SOME PRIMARY,DEAD,,52,SOME PRIMARY,YES,WIDOW(ER),,,,,,,,,,,,,2,DAR ES SALAAM,TEMEKE,BETTER SERVICES/HOUSING,KILIMANJARO,SAME,0553-001
21-74-91-31,0553-001-001,3,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,19,SON/DAUGHTER,3,NO,30,YES,NO,1,1,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,DEAD,,0,COMPLETED SECONDARY,YES,NEVER MARRIED,,,,,,,,,,,,,2,DAR ES SALAAM,TEMEKE,OTHER FAMILY REASONS,DAR ES SALAAM,TEMEKE,0553-001
21-74-91-31,0553-001-001,4,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,28,SON/DAUGHTER,4,YES,0,YES,NO,1,0,EMPLOYED: GOVERMENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,DEAD,,10,COMPLETED SECONDARY,YES,NEVER MARRIED,,,,,,,,,,,,,2,DAR ES SALAAM,TEMEKE,OTHER FAMILY REASONS,KILIMANJARO,SAME,0553-001
21-74-91-31,0553-001-001,6,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,23,OTHER NON-RELATIVE (SPECIFY),NOT PREVIOUSLY PRESENT,YES,30,YES,YES,,0,EMPLOYED: PRIVATE SECTOR,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,YES,NEVER MARRIED,,,,,,,,,,,,,0,KILIMANJARO,SAME,OTHER FAMILY REASONS,KILIMANJARO,SAME,0553-001
75-36-95-19,0554-001-001,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,49,HEAD,1,YES,30,YES,YES,,0,EMPLOYED (NOT AG): WITHOUT EMPLOYEES,DEAD,,45,SOME PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,SOME PRIMARY,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,2,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0554-001
75-36-95-19,0554-001-001,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,42,SPOUSE,2,NO,21,YES,YES,,0,UNPAID FAMILY WORK,LIVING OUT OF THE HOUSEHOLD,,,SOME PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,1,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0554-001
75-36-95-19,0554-001-001,3,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,20,SON/DAUGHTER,3,NO,0,YES,NO,2,1,UNPAID FAMILY WORK,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0554-001
75-36-95-19,0554-001-001,4,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,14,SON/DAUGHTER,4,YES,30,YES,NO,2,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0554-001
75-36-95-19,0554-001-001,5,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,9,SON/DAUGHTER,5,YES,30,YES,NO,2,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0554-001
75-36-95-19,0554-001-001,6,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,22,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,30,YES,YES,,0,UNPAID FAMILY WORK,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,WIDOW(ER),,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0554-001
75-36-95-19,0554-001-001,7,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,3,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,NO,21,YES,NO,2,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0554-001
75-36-95-19,0554-001-001,8,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,8,GRANDCHILD,NOT PREVIOUSLY PRESENT,YES,30,YES,NO,6,0,STUDENT,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED SECONDARY,MOTHER IS A MEMBER OF HOUSEHOLD,6,,,NO,,,,,,,,,,,,,,,,,,,,0554-001
75-36-95-19,0554-001-001,9,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,3,GRANDCHILD,NOT PREVIOUSLY PRESENT,YES,30,YES,NO,6,0,TOO YOUNG,DEAD,,0,COMPLETED PRIMARY,MOTHER IS A MEMBER OF HOUSEHOLD,6,,,NO,,,,,,,,,,,,,,,,,,,,0554-001
75-36-95-19,0554-001-001,10,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,0,GRANDCHILD,NOT PREVIOUSLY PRESENT,NO,0,YES,NO,2,9,TOO YOUNG,LIVING OUT OF THE HOUSEHOLD,,,DOES NOT KNOW,MOTHER IS A MEMBER OF HOUSEHOLD,3,,,NO,,,,,,,,,,,,,,,,,,,,0554-001
12-86-07-37,0554-003-001,1,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,87,HEAD,1,YES,30,YES,YES,,0,AGRICULTURE/LIVESTOCK,DEAD,,4,NO SCHOOL,DEAD,,33,NO SCHOOL,YES,WIDOW(ER),,,,,,,,,,,,,66,TABORA,UYUI,MARRIAGE,KIGOMA,KASULU RURAL,0554-003
10-60-75-53,0555-001-001,1,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,78,HEAD,1,YES,30,YES,YES,,0,EMPLOYED (NOT AG): WITHOUT EMPLOYEES,DEAD,,0,DOES NOT KNOW,DEAD,,6,NO SCHOOL,YES,WIDOW(ER),,,,,,,,,,,,,56,TABORA,SIKONGE,BETTER SERVICES/HOUSING,TABORA,SIKONGE,0555-001
53-84-84-32,0557-001-001,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,33,HEAD,1,YES,30,YES,YES,,0,EMPLOYED: PRIVATE SECTOR,DEAD,,7,COMPLETED PRIMARY,DEAD,,6,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,2,,,,NO,,10,TABORA,UYUI,BETTER SERVICES/HOUSING,TABORA,UYUI,0557-001
53-84-84-32,0557-001-001,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,25,SPOUSE,2,YES,30,YES,YES,,0,AGRICULTURE/LIVESTOCK,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,1,,,,NO,,7,KIGOMA,KASULU RURAL,MARRIAGE,KIGOMA,KASULU RURAL,0557-001
53-84-84-32,0557-001-001,3,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,5,SON/DAUGHTER,3,YES,30,YES,NO,2,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0557-001
53-84-84-32,0557-001-001,4,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,2,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,30,YES,NO,2,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0557-001
53-84-84-32,0557-001-001,5,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,21,OTHER RELATIVE (SPECIFY),NOT PREVIOUSLY PRESENT,YES,30,YES,YES,,0,EMPLOYED (NOT AG): WITHOUT EMPLOYEES,LIVING OUT OF THE HOUSEHOLD,,,SOME PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,YES,NEVER MARRIED,,,,,,,,,,,,,1,TABORA,UYUI,OTHER FAMILY REASONS,TABORA,UYUI,0557-001
67-80-33-73,0559-001-001,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,61,SISTER/BROTHER,1,YES,30,YES,YES,,0,EMPLOYED: PRIVATE SECTOR,DEAD,,53,NO SCHOOL,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,NO,,,,,YES,1,8,KIGOMA,UVINZA,WORK RELATED,KATAVI,MLELE,0559-001
67-80-33-73,0559-001-001,2,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,51,HEAD,NOT PREVIOUSLY PRESENT,YES,30,YES,YES,,0,EMPLOYED (NOT AG): WITHOUT EMPLOYEES,DEAD,,47,NO SCHOOL,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,3,,,,NO,,8,MWANZA,ILEMELA,BETTER SERVICES/HOUSING,KATAVI,MLELE,0559-001
67-80-33-73,0559-001-001,3,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,45,SPOUSE,NOT PREVIOUSLY PRESENT,YES,30,YES,YES,,0,EMPLOYED (NOT AG): WITHOUT EMPLOYEES,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,2,,,,NO,,8,MWANZA,ILEMELA,BETTER SERVICES/HOUSING,KATAVI,MLELE,0559-001
67-80-33-73,0559-001-001,4,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,23,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,30,YES,NO,2,9,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,2,,,MOTHER IS A MEMBER OF HOUSEHOLD,3,,,YES,NEVER MARRIED,,,,,,,,,,,,,8,MWANZA,ILEMELA,OTHER FAMILY REASONS,KATAVI,MLELE,0559-001
67-80-33-73,0559-001-001,5,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,19,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,NO,12,YES,YES,,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,2,,,MOTHER IS A MEMBER OF HOUSEHOLD,3,,,YES,NEVER MARRIED,,,,,,,,,,,,,8,MWANZA,ILEMELA,OTHER FAMILY REASONS,KATAVI,MLELE,0559-001
67-80-33-73,0559-001-001,6,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,13,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,30,YES,NO,2,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,2,,,MOTHER IS A MEMBER OF HOUSEHOLD,3,,,YES,NEVER MARRIED,,,,,,,,,,,,,8,MWANZA,ILEMELA,OTHER FAMILY REASONS,KATAVI,MLELE,0559-001
67-80-33-73,0559-001-001,7,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,3,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,30,YES,NO,2,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,2,,,MOTHER IS A MEMBER OF HOUSEHOLD,3,,,NO,,,,,,,,,,,,,,,,,,,,0559-001
08-79-34-76,0565-001-001,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,53,HEAD,1,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,DEAD,,40,NO SCHOOL,DEAD,,49,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,2,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0565-001
08-79-34-76,0565-001-001,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,53,SPOUSE,2,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,DEAD,,38,NO SCHOOL,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,1,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0565-001
08-79-34-76,0565-001-001,3,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,17,SON/DAUGHTER,3,NO,18,YES,NO,2,0,AGRICULTURE/LIVESTOCK,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0565-001
08-79-34-76,0565-001-001,4,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,14,SON/DAUGHTER,4,YES,31,YES,NO,2,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0565-001
08-79-34-76,0565-001-001,5,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,10,SON/DAUGHTER,5,YES,31,YES,NO,1,0,AGRICULTURE/LIVESTOCK,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0565-001
08-79-34-76,0565-001-001,6,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,5,GRANDCHILD,NOT PREVIOUSLY PRESENT,YES,31,YES,NO,1,4,TOO YOUNG,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,NO,,,,,,,,,,,,,,,,,,,,0565-001
08-79-34-76,0565-001-001,7,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,0,OTHER RELATIVE (SPECIFY),NOT PREVIOUSLY PRESENT,YES,31,YES,NO,2,6,TOO YOUNG,LIVING OUT OF THE HOUSEHOLD,,,SOME PRIMARY,DEAD,,0,NO SCHOOL,NO,,,,,,,,,,,,,,,,,,,,0565-001
08-79-34-76,0565-001-001,8,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,14,OTHER RELATIVE (SPECIFY),NOT PREVIOUSLY PRESENT,YES,31,YES,YES,,4,AGRICULTURE/LIVESTOCK,LIVING OUT OF THE HOUSEHOLD,,,SOME PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0565-001
08-79-34-76,0565-001-001,9,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,11,OTHER RELATIVE (SPECIFY),NOT PREVIOUSLY PRESENT,YES,3,YES,NO,2,4,STUDENT,LIVING OUT OF THE HOUSEHOLD,,,SOME PRIMARY,DEAD,,10,NO SCHOOL,NO,,,,,,,,,,,,,,,,,,,,0565-001
08-79-34-76,0565-001-001,10,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,13,OTHER RELATIVE (SPECIFY),NOT PREVIOUSLY PRESENT,YES,31,YES,NO,2,4,AGRICULTURE/LIVESTOCK,LIVING OUT OF THE HOUSEHOLD,,,SOME PRIMARY,DEAD,,12,NO SCHOOL,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0565-001
82-44-68-41,0565-003-001,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,27,HEAD,1,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,YES,POLYGAMOUS MARRIED,MULITPLE PREVIOUS MARRIAGES,TRADITIONAL,TRADITIONAL,,,YES,2,4,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0565-003
82-44-68-41,0565-003-001,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,23,SPOUSE,2,YES,31,YES,YES,,0,EMPLOYED: PRIVATE SECTOR,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,LIVING OUT OF THE HOUSEHOLD,,,SOME PRIMARY,YES,MONOGAMOUS MARRIED,PREVIOUSLY DIVORCED,TRADITIONAL,,,,YES,1,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0565-003
82-44-68-41,0565-003-001,3,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,4,SON/DAUGHTER,3,YES,31,YES,NO,1,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0565-003
82-44-68-41,0565-003-001,4,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,18,SPOUSE,NOT PREVIOUSLY PRESENT,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,TRADITIONAL,,,,YES,1,,,,NO,,8,SIMIYU,MEATU,OTHER FAMILY REASONS,SIMIYU,MEATU,0565-003
82-44-68-41,0565-003-001,5,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,2,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,31,YES,NO,1,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0565-003
82-44-68-41,0565-003-001,6,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,0,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,31,YES,NO,1,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,4,,,NO,,,,,,,,,,,,,,,,,,,,0565-003
94-14-64-63,0565-004-001,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,28,HEAD,1,YES,31,YES,YES,,1,AGRICULTURE/LIVESTOCK,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,YES,LIVING TOGETHER,,,,,,YES,2,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0565-004
94-14-64-63,0565-004-001,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,20,SPOUSE,2,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,YES,LIVING TOGETHER,,,,,,YES,1,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0565-004
34-81-69-35,0565-005-001,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,28,HEAD,1,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,DEAD,,1,SOME PRIMARY,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,TRADITIONAL,,,,YES,2,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0565-005
34-81-69-35,0565-005-001,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,21,SPOUSE,2,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,TRADITIONAL,,,,YES,1,,,,NO,,6,RUKWA,NKASI,MARRIAGE,RUKWA,NKASI,0565-005
34-81-69-35,0565-005-001,3,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,4,SON/DAUGHTER,3,YES,31,YES,NO,1,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0565-005
34-81-69-35,0565-005-001,4,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,3,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,31,YES,NO,1,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0565-005
24-83-68-12,0566-001-001,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,34,HEAD,1,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,DEAD,,8,COMPLETED SECONDARY,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,2,,,,NO,,3,RUKWA,NKASI,BETTER SERVICES/HOUSING,RUKWA,NKASI,0566-001
