"","food_ID","Food_Name","Food_Group","ENERCkcal","PROCNTg","FAT_g","FASATg","CHOCDFg","FIB_g","PHYTACmg","CAmg","CUmg","MNmg","MGmg","Kmg","NAmg","ZNmg","Pmg","FEmg"
"331","764","Potato leaf relish with oil","Vegetables Based",131,3.4,"11",9.4,"7.4",0.7,84,96,0.1,0.4,20,270.5,20.6,"0.3",55,1.4
"332","772","Potato samosa","Vegetables Based",194,3,"9.1999999999999993",1.3,"24.4",1.1,91,5,0.1,0.2,13,150,2,"0.3",41,0.4
"333","769","Pumpkin leaf relish without oil","Vegetables Based",16.8,0.8,"0.2",0,"3.7",1.8,21.2,67.6,0.1,0.2,13.4,152.4,131.7,"0.1",20.7,0.5
"334","768","Pumpkin leaf relish with oil","Vegetables Based",63.8,0.7,"5.7",4.9,"3.5",1.7,20,63.8,0.2,0.3,12.6,143.9,124.4,"0.7",19.6,0.5
"335","770","Spinach relish with groundnut and oil","Vegetables Based",149,1.7,"15.2",12.5,"3.7",0.5,0.6,63.2,0.1,0.1,19.3,182.2,3.7,"0.1",25.5,0.9
"336","752","Spinach relish without oil","Vegetables Based",43.5,3.3,"0.5",0,"8.8000000000000007",1.2,35.1,170.9,0.1,0.1,53.8,525.6,12,"0.3",68.5,2.6
"337","753","Spinach relish with oil","Vegetables Based",108,2.7,"9",7.8,"6.1",0.6,30,152.9,0.1,0.1,45.7,68.7,306.4,"0.3",55.2,2.2
"338","771","Spinach relish with sesame seeds","Vegetables Based",61.8,3.2,"3.8",0.5,"5.5",1.6,398.2,185.4,0.4,0.3,59.6,317.4,6.5,"0.8",87,2.7
"339","785","Tomato relish","Vegetables Based",34,1.1,"0.3",0.1,"5.2",1.7,20.9,10,0.1,0.3,13,250,9,"0.1",32,0.5
"340","451","Beer, commercial","Miscellaneous",41,0.3,"0",0,"3.7",0.2,0,5,0,0,6,25,5,"0",12,0
"341","452","Beer, local, grain","Miscellaneous",41,0.3,"0",0,"3.7",0.2,0,5,0,0,6,25,5,"0",12,0
"342","453","Beer, local, non-specific","Miscellaneous",41,0.3,"0",0,"3.7",0.2,0,5,0,0,6,25,5,"0",12,0
"343","454","Blackcurrant, syrup, ribena","Miscellaneous",338,1.1,"2.2999999999999998",0.6,"87.7",15.5,361,40,0.2,0.3,29,659,0,"0",40,1.1
"344","455","Candy, choclate","Miscellaneous",479,4.2,"30",17.8,"63.1",5.9,84,32,0.7,0.8,115,365,11,"1.6",132,3.1
"345","458","Carbonated, beverage, coca cola","Miscellaneous",37,0.1,"0",0,"9.6",0,0,3,0,0,1,1,4,"0",12,0
"346","471","Chili powder, red","Miscellaneous",318,12,"17.3",3.3,"56.6",25,403,148,0.4,2,152,2014,30,"2.5",293,7.8
"347","481","Chili sauce","Miscellaneous",169.9,0.5,"0.1",0.4,"38.299999999999997",0.6,4.6,6.9,0,0.1,8.4,129,283.8,"0.1",17.5,0.4
"348","160","Coconut immature, meat and water","Miscellaneous",70,0.5,"3.4",3,"10",0.9,32,126,0.1,0.2,3,66,5,"0.1",48,0.4
"349","459","Cod liver oil","Miscellaneous",884,0,"100",14.4,"0",0,0,0,0,0,0,0,0,"0",0,0
"350","472","Coffee, instant","Miscellaneous",200,10,"0",0,"40",0,600,300,1,2,400,3600,300,"0",300,10
"351","460","Cricket","Miscellaneous",274,18.2,"21.5",7.5,"2",0,0,90,3,1.5,62,545,55,"8.4",424,2.5
"352","476","Fruit flavored drink, concentrated","Miscellaneous",27,0,"0",0,"6.8",0,0,51,0,0,0,0,0,"0",0,0
"353","477","Garlic, fresh-AP","Miscellaneous",149,6.4,"0.5",0.9,"33.1",2.1,0,181,0.3,1.7,25,401,17,"1.2",143,1.7
"354","490","Ginger","Miscellaneous",66,2.1,"0.3",0,"15.3",2.1,0,33,0.1,0.2,17,249,5,"0.3",53,0.3
"355","461","Honey","Miscellaneous",304,0.3,"0",0,"82.4",0,0,6,0,0.1,2,52,4,"0.2",4,0.4
"356","491","Ice sherbet","Miscellaneous",77.4,0,"0",0,"19.899999999999999",0,0,0,0,0,0,0,0,"0",0,0
"357","462","Orange drink, concentrated","Miscellaneous",158,0.5,"1.1000000000000001",0.3,"41",7.2,169,19,0.1,0.1,13,308,0,"0",19,0.5
"358","463","Salt, iodized","Miscellaneous",0,0,"0",0,"0",0,0,45,0,0,2,8,38724,"0",0,0.1
"359","464","Salt, non-iodized","Miscellaneous",0,0,"0",0,"0",0,0,45,0,0,2,8,38724,"0",0,0.1
"360","474","Soy sauce","Miscellaneous",60,10.5,"0.1",0,"5.6",0.8,122,20,0.1,0.5,40,212,5586,"0.4",130,2.4
"361","475","Soybean milk, dried","Miscellaneous",380,40.5,"24",3.5,"9.5",6,1870,525,1,3.1,515,605,35,"4",485,27
"362","465","Sugar","Miscellaneous",387,0,"0",0,"99.9",0,0,1,0,0,0,2,1,"0",2,0.1
"363","466","Sugarcane","Miscellaneous",26,0,"0",0,"6.8",0,0,6,0,0,2,24,3,"0",2,0.1
"364","467","Sugarcane juice","Miscellaneous",56,0,"0",0,"14.6",0,0,13,0.1,0.1,4,52,6,"0",3,0.3
"365","468","Tea leaves","Miscellaneous",1,0,"0",0,"0.2",0,0,2,0,0.2,2,20,3,"0",1,0
"366","469","Termite","Miscellaneous",369,19.7,"31.2",10.8,"1",0,0,32,0.1,0.1,17,361,1294,"2.5",184,1.3
"367","489","Tomato juice","Miscellaneous",26,0.8,"0.1",0,"5.7",1.1,7,5,0.6,0.2,11,235,26,"0.7",1,0.9
"368","470","Tomato ketchup","Miscellaneous",101,1,"0.3",0,"25.3",1.3,7,456,0.4,0.1,33,335,387250,"0.1",28,1.6
"369","478","Tomato paste","Miscellaneous",63,0,"0",13.8,"0.9",0,18,15,0.2,0.3,33,666,27,"0.3",72,1.5
"370","480","Vinegar, wine","Miscellaneous",19,0,"0",0,"0.3",0,0,8,0,0.2,10,89,8,"0.1",14,0.4
"371","1006","Coffee with milk, without sugar","Miscellaneous-local dishes",11.5,1.3,"1.6",1,"0.2",0,1.7,0.1,0,0,0,0.1,0.1,"0",0.1,0
"372","1004","Coffee without milk, with sugar,","Miscellaneous-local dishes",35.4,0,"0",0,"9.1",0,0,0.2,0,0,0,0.3,1.8,"0",0.2,0
"373","1005","Coffee with milk and sugar","Miscellaneous-local dishes",31.5,1.3,"1.6",1,"3.1",0,1.7,48.1,0,0,5.6,67.6,23.5,"0.2",38.7,0.1
"374","1008","Groundnut cluster","Miscellaneous-local dishes",616.6,17.3,"30.7",4.3,"76",5.6,1129.6,59.6,0.7,1.3,107.2,452.9,12,"2.1",248.3,3.1
"375","1007","Halwa","Miscellaneous-local dishes",511.7,1.7,"30.7",16.9,"59.9",1.1,206.4,24.2,0.1,0.2,24.5,62.4,75.9,"0.1",47.1,0.5
"376","1003","Tea with milk, without sugar","Miscellaneous-local dishes",11,1.3,"1.6",1,"0.2",0,0,0.2,0,0,0,0.3,1.8,"0",0.2,0
"377","1001","Tea without milk, with sugar","Miscellaneous-local dishes",35.4,0,"0",0,"9.1",0,0,0.1,0,0,0,0.1,0.1,"0",0.1,0
"378","1002","Tea with milk and sugar","Miscellaneous-local dishes",31,1.3,"1.6",1,"3",0,0,47.3,0,0,4.5,57.6,22.6,"0.2",37.9,0
